alter,automarke,modell,preis,geschlecht
50,Alfa Romeo,Giulia,67564,Weiblich
36,Skoda,Superb,42906,Weiblich
35,Kia,Seltos,16292,Männlich
49,Skoda,Fabia,26636,Weiblich
22,Citroen,C5,34438,Weiblich
79,Hyundai,Santa Fe,19053,Weiblich
39,Subaru,XV,11307,Weiblich
45,Audi,A8,84753,Weiblich
39,Hyundai,Tucson,12939,Männlich
32,Peugeot,208,10062,Männlich
23,Skoda,Kodiaq,29077,Männlich
62,Nissan,X-Trail,25817,Männlich
20,Kia,Ceed,10344,Männlich
74,Mitsubishi,ASX,18394,Weiblich
52,Porsche,Macan,114947,Weiblich
42,BMW Motorrad,R1250GS,19924,Weiblich
25,Citroen,C5,17207,Männlich
74,Citroen,C5 Aircross,27722,Weiblich
60,Skoda,Superb,35427,Männlich
24,Jeep,Renegade,27085,Männlich
39,BMW,i3,116797,Weiblich
40,Volkswagen,Passat,24582,Männlich
78,Hyundai,i10,21010,Weiblich
44,Audi,Q3,16238,Weiblich
71,Hyundai,Tucson,30368,Männlich
36,Nissan,Qashqai,8578,Männlich
52,BMW Motorrad,R1250GS,12674,Männlich
17,Land Rover,Range Rover,65518,Weiblich
73,Volvo,XC40,58286,Männlich
57,Toyota,Corolla,16874,Männlich
74,Jeep,Cherokee,44287,Männlich
21,Opel,Corsa,12089,Weiblich
41,Honda,Accord,29051,Weiblich
80,Skoda,Kamiq,36888,Männlich
80,Volkswagen,Polo,27537,Weiblich
23,BMW Motorrad,R1200GS,12296,Männlich
24,Hyundai,Nexo,35074,Weiblich
57,Volvo,XC40,60217,Weiblich
60,Citroen,C5 Aircross,24000,Männlich
30,Hyundai,Santa Fe,11761,Männlich
68,Volkswagen,Touran,20589,Weiblich
73,Mitsubishi,Outlander,31598,Weiblich
40,Volvo,XC90,22463,Männlich
59,Land Rover,Range Rover,25140,Männlich
79,Tesla,Model Y,70830,Männlich
39,Mazda,Mazda2,13466,Männlich
20,BMW,5er,81354,Weiblich
32,Volkswagen,Touareg,59785,Weiblich
36,Volkswagen,Touareg,16353,Weiblich
58,Porsche,Taycan,107425,Männlich
22,BMW,X3,43876,Männlich
73,Land Rover,Discovery,57231,Weiblich
36,Hyundai,Nexo,24443,Männlich
65,Opel,Corsa,23046,Weiblich
23,Alfa Romeo,Giulietta,46856,Weiblich
64,Tesla,Model Y,50759,Weiblich
41,Alfa Romeo,Stelvio,48330,Weiblich
61,Jeep,Wrangler,60335,Weiblich
66,Opel,Mokka,18615,Männlich
59,BMW,7er,90149,Weiblich
61,Volvo,S60,66834,Weiblich
66,Renault,Kadjar,8547,Weiblich
16,Porsche,911,153332,Männlich
46,Alfa Romeo,Stelvio,42059,Weiblich
78,Kia,Stonic,39091,Weiblich
69,Citroen,C3,14608,Weiblich
53,Skoda,Superb,38952,Weiblich
61,Audi,Q5,96783,Weiblich
49,Opel,Mokka,16603,Männlich
19,Volvo,XC90,23421,Männlich
74,Alfa Romeo,Giulia,31632,Männlich
46,BMW,4er,101226,Männlich
23,Ford,Focus,16375,Weiblich
72,BMW,i4,114911,Weiblich
55,BMW,7er,99276,Weiblich
53,Toyota,Camry,17420,Männlich
75,Opel,Grandland,15442,Männlich
34,Jeep,Renegade,27718,Männlich
62,Toyota,C-HR,50958,Weiblich
68,Nissan,Leaf,25039,Männlich
63,Hyundai,Kona,32404,Weiblich
30,Renault,Kadjar,23615,Weiblich
49,Skoda,Superb,43216,Männlich
56,Citroen,C4,19137,Männlich
77,Peugeot,3008,9171,Weiblich
19,Citroen,C3,5895,Weiblich
63,Mitsubishi,L200,9218,Weiblich
54,Volkswagen,Sharan,50949,Männlich
75,BMW Motorrad,F900R,22612,Weiblich
26,Volvo,XC60,32347,Weiblich
49,Opel,Insignia,29652,Männlich
46,Mercedes,AMG GT,109289,Männlich
71,Toyota,C-HR,12101,Weiblich
31,Mazda,Mazda3,20609,Weiblich
69,Subaru,Forester,25697,Weiblich
63,Audi,A7,87900,Weiblich
51,Skoda,Octavia,43618,Weiblich
15,Land Rover,Range Rover,42060,Weiblich
31,BMW Motorrad,R1250GS,8905,Männlich
51,Toyota,C-HR,31923,Männlich
71,Porsche,911,73682,Männlich
31,Nissan,Micra,19613,Männlich
15,BMW Motorrad,F900R,8034,Männlich
74,Volkswagen,ID.3,17877,Weiblich
53,Mercedes,GLE,105039,Männlich
17,Peugeot,Partner,11205,Männlich
79,Hyundai,i20,10093,Weiblich
19,Hyundai,i10,25835,Weiblich
53,Mitsubishi,ASX,8599,Männlich
33,Subaru,XV,21194,Weiblich
32,Ford,Mustang,21611,Weiblich
49,Subaru,XV,43065,Männlich
22,Peugeot,508,14934,Männlich
61,Honda,CR-V,21971,Weiblich
25,Mazda,Mazda6,34150,Männlich
70,Mitsubishi,L200,30243,Männlich
32,Volkswagen,Touareg,55278,Weiblich
48,Ford,Mustang,17276,Männlich
22,Mercedes,B-Klasse,47931,Männlich
65,Ford,Edge,11781,Männlich
53,Alfa Romeo,Stelvio,34366,Männlich
80,Mitsubishi,L200,16988,Weiblich
45,Audi,A7,16287,Männlich
15,BMW Motorrad,S1000RR,24933,Weiblich
42,Ford,Fiesta,36048,Männlich
66,Opel,Mokka,20588,Weiblich
49,Nissan,Juke,31499,Männlich
59,BMW,X1,34656,Männlich
76,Peugeot,308,22185,Weiblich
74,Toyota,RAV4,15762,Männlich
80,Ford,Kuga,25560,Weiblich
46,Volkswagen,Touareg,17935,Männlich
71,Hyundai,Kona,13066,Männlich
69,BMW Motorrad,R1200GS,21587,Weiblich
72,Land Rover,Range Rover,78079,Weiblich
47,Toyota,Corolla,29545,Männlich
73,Jeep,Grand Cherokee,52898,Weiblich
49,Kia,Niro,37085,Weiblich
49,Hyundai,Nexo,16725,Weiblich
67,Alfa Romeo,MiTo,29812,Weiblich
35,Subaru,XV,39506,Weiblich
51,Porsche,Panamera,52960,Männlich
67,Volvo,S60,77161,Männlich
33,Kia,Niro,35001,Weiblich
51,Hyundai,i30,11525,Weiblich
17,Volvo,XC60,54842,Weiblich
66,Tesla,Model Y,40948,Weiblich
75,BMW,2er,91109,Weiblich
26,Volvo,S60,42659,Männlich
23,Ford,Fiesta,8384,Weiblich
28,Volvo,XC60,39781,Männlich
40,Ford,Mustang,9436,Weiblich
61,Volvo,S60,37464,Weiblich
43,Nissan,Micra,23476,Männlich
43,Opel,Insignia,16510,Weiblich
21,Volkswagen,Arteon,23184,Männlich
52,BMW,X3,31181,Männlich
74,Land Rover,Discovery,79801,Männlich
27,Mercedes,V-Klasse,26311,Männlich
48,Nissan,Qashqai,44730,Weiblich
31,Porsche,Macan,112344,Männlich
54,BMW,X1,84607,Männlich
19,Hyundai,i30,30021,Männlich
34,Volkswagen,Passat,23537,Männlich
60,Renault,Megane,19502,Männlich
18,Tesla,Model Y,42036,Weiblich
23,Hyundai,Kona,35359,Männlich
51,Toyota,Camry,52825,Weiblich
80,Skoda,Kodiaq,31964,Männlich
40,BMW,X6,34554,Weiblich
75,Jeep,Compass,69146,Männlich
18,Kia,Sportage,17285,Weiblich
47,Mitsubishi,Outlander,12596,Männlich
52,BMW,X3,30859,Weiblich
27,Kia,Seltos,33338,Weiblich
54,Peugeot,208,24246,Weiblich
37,Volvo,XC60,78847,Weiblich
47,Ford,Edge,31521,Weiblich
79,Honda,HR-V,16967,Weiblich
71,Jeep,Compass,49806,Weiblich
19,Land Rover,Defender,93836,Männlich
24,Alfa Romeo,Giulia,27344,Weiblich
43,Volvo,V90,53041,Männlich
70,Land Rover,Range Rover,102682,Weiblich
42,Land Rover,Evoque,99821,Männlich
17,Porsche,911,70548,Männlich
17,Porsche,Panamera,154471,Weiblich
51,Alfa Romeo,Giulia,57112,Männlich
31,Land Rover,Defender,66587,Weiblich
17,Nissan,Navara,20523,Weiblich
55,Opel,Mokka,18725,Weiblich
60,Hyundai,Santa Fe,30080,Weiblich
64,BMW Motorrad,R1200GS,13262,Männlich
36,Honda,CR-V,26566,Weiblich
63,Land Rover,Range Rover,87751,Männlich
38,Mercedes,E-Klasse,136344,Weiblich
62,Toyota,Camry,29282,Weiblich
62,Citroen,C5,10505,Männlich
33,Peugeot,508,23759,Männlich
80,Audi,A5,41134,Männlich
65,Renault,Kadjar,18492,Weiblich
41,Peugeot,208,21790,Weiblich
62,Kia,Niro,22519,Weiblich
48,Land Rover,Evoque,91521,Weiblich
57,Hyundai,Santa Fe,26576,Männlich
73,Audi,Q3,102024,Weiblich
77,Tesla,Model 3,47482,Weiblich
41,Tesla,Model 3,79117,Weiblich
52,Porsche,Taycan,123645,Weiblich
28,Porsche,Panamera,59194,Männlich
65,Kia,Rio,38690,Weiblich
19,Land Rover,Defender,39347,Weiblich
71,Toyota,Corolla,49098,Männlich
53,Mazda,Mazda2,18683,Weiblich
72,Citroen,C3,16478,Männlich
79,Toyota,Corolla,49454,Männlich
31,Mitsubishi,Space Star,32871,Männlich
42,Volvo,XC90,73284,Männlich
50,Renault,Kadjar,27709,Weiblich
41,Subaru,Forester,39575,Weiblich
23,Subaru,Outback,17428,Männlich
26,Mercedes,AMG GT,95014,Männlich
39,Renault,Talisman,17353,Weiblich
38,Opel,Mokka,19396,Männlich
38,Mazda,Mazda6,23175,Weiblich
25,BMW,7er,47365,Weiblich
76,BMW Motorrad,F900R,15750,Weiblich
20,Porsche,911,125447,Männlich
27,Mercedes,V-Klasse,95222,Weiblich
36,Honda,Civic,34110,Weiblich
50,Land Rover,Range Rover,101676,Weiblich
33,Mercedes,GLE,20024,Weiblich
40,Citroen,C3,28224,Weiblich
68,Hyundai,i30,41940,Weiblich
56,Land Rover,Defender,54523,Weiblich
32,Mazda,Mazda3,20590,Männlich
71,Porsche,Cayenne,63770,Weiblich
39,Mercedes,GLS,94352,Männlich
76,Toyota,Yaris,32034,Weiblich
35,Volvo,V90,60557,Männlich
54,Renault,Clio,28066,Männlich
25,Citroen,C5 Aircross,23238,Männlich
33,Toyota,C-HR,13574,Männlich
20,Jeep,Grand Cherokee,26597,Männlich
43,Volkswagen,Polo,33486,Weiblich
31,Subaru,Impreza,29672,Weiblich
67,Land Rover,Discovery,66001,Weiblich
50,BMW,Z4,73150,Männlich
44,Tesla,Model S,64431,Männlich
17,Renault,Megane,22507,Weiblich
56,Subaru,Outback,12408,Weiblich
56,Alfa Romeo,MiTo,67928,Männlich
50,Skoda,Kodiaq,15990,Männlich
47,Toyota,RAV4,12232,Männlich
58,Volvo,XC40,18985,Weiblich
50,Peugeot,3008,12145,Männlich
73,Land Rover,Evoque,64327,Männlich
41,Subaru,Impreza,20567,Weiblich
54,BMW Motorrad,R1200GS,10600,Weiblich
70,BMW Motorrad,R1250GS,11189,Männlich
73,Mitsubishi,L200,30196,Männlich
23,Volvo,XC40,39115,Weiblich
29,Jeep,Compass,30154,Männlich
63,Opel,Insignia,12838,Männlich
36,Hyundai,Nexo,34028,Männlich
72,Skoda,Kodiaq,17428,Weiblich
65,Land Rover,Range Rover,52924,Männlich
71,Kia,Seltos,23950,Männlich
53,Jeep,Compass,25307,Weiblich
46,Skoda,Kamiq,43815,Weiblich
42,Mitsubishi,Space Star,30741,Weiblich
76,Toyota,C-HR,39752,Weiblich
32,Opel,Astra,20575,Männlich
74,Volvo,XC60,35438,Männlich
73,Audi,A6,71518,Weiblich
15,Hyundai,Kona,35256,Weiblich
56,Hyundai,Nexo,10648,Männlich
24,Audi,A6,90195,Weiblich
37,Tesla,Model X,59783,Weiblich
57,Skoda,Superb,40909,Weiblich
47,Land Rover,Defender,42454,Männlich
41,Subaru,Outback,30548,Männlich
15,Tesla,Model 3,26560,Männlich
66,Peugeot,508,6165,Männlich
37,Porsche,Macan,120600,Weiblich
80,Hyundai,Kona,20353,Weiblich
75,BMW,7er,119177,Weiblich
44,Peugeot,5008,27060,Weiblich
68,Citroen,C3,19992,Männlich
40,Opel,Zafira,27573,Weiblich
39,Audi,A4,15408,Männlich
22,Ford,Fiesta,15749,Männlich
49,Jeep,Renegade,53532,Männlich
69,Honda,Jazz,28053,Weiblich
59,Honda,Civic,8348,Männlich
55,Hyundai,Nexo,16500,Weiblich
25,Hyundai,Kona,34307,Weiblich
15,Ford,Kuga,15603,Männlich
72,Mitsubishi,Space Star,20091,Weiblich
20,Kia,Niro,13110,Weiblich
40,Hyundai,Tucson,18262,Weiblich
56,Volvo,XC40,48069,Weiblich
17,Volvo,S60,51898,Männlich
44,Toyota,Corolla,28272,Männlich
52,Opel,Grandland,8157,Männlich
80,BMW Motorrad,S1000RR,9768,Männlich
59,Peugeot,308,26550,Männlich
72,Honda,Jazz,33244,Weiblich
66,Tesla,Model X,78498,Männlich
54,Skoda,Fabia,28496,Männlich
24,Citroen,C4,11969,Männlich
75,Peugeot,3008,24553,Männlich
16,Jeep,Wrangler,42411,Weiblich
54,Porsche,911,155226,Männlich
69,Volkswagen,Passat,50941,Männlich
57,Toyota,Land Cruiser,40015,Weiblich
51,Peugeot,Partner,28965,Männlich
16,Volvo,XC90,65321,Männlich
45,Citroen,C3 Aircross,11866,Männlich
46,Ford,Kuga,22883,Männlich
23,Tesla,Model 3,44323,Weiblich
53,Citroen,C5,8314,Männlich
72,BMW Motorrad,R1250GS,14349,Weiblich
76,Jeep,Renegade,38738,Weiblich
16,Porsche,Taycan,151365,Weiblich
65,Renault,Kadjar,31852,Männlich
73,BMW Motorrad,F900R,13779,Männlich
55,Opel,Mokka,28018,Weiblich
15,Tesla,Model X,51721,Männlich
74,Mazda,Mazda3,35376,Männlich
49,Kia,Seltos,26204,Männlich
34,Volvo,XC40,77813,Weiblich
67,Renault,Clio,31833,Männlich
37,Hyundai,Nexo,12944,Männlich
16,Opel,Mokka,8761,Weiblich
20,Ford,Focus,21244,Männlich
62,Toyota,Land Cruiser,49422,Weiblich
26,Nissan,Qashqai,22523,Weiblich
21,Opel,Insignia,10933,Weiblich
52,Mitsubishi,L200,7923,Weiblich
60,Alfa Romeo,Giulia,39726,Weiblich
48,Audi,Q8,26040,Weiblich
69,Volkswagen,Passat,63194,Männlich
60,Kia,Stonic,33310,Männlich
15,Peugeot,208,15653,Männlich
41,Mercedes,GLS,122048,Weiblich
64,Peugeot,508,18538,Weiblich
46,Skoda,Superb,37934,Weiblich
60,Porsche,Cayenne,178166,Männlich
47,Kia,Rio,44570,Männlich
80,Citroen,C5 Aircross,27906,Weiblich
69,BMW,i4,67432,Männlich
39,Alfa Romeo,Stelvio,79142,Weiblich
40,Mazda,Mazda3,31351,Weiblich
67,Mitsubishi,Space Star,33208,Männlich
49,Alfa Romeo,Giulia,35828,Weiblich
25,Subaru,Forester,18829,Männlich
71,Subaru,XV,18919,Weiblich
45,Mercedes,B-Klasse,121307,Weiblich
69,Hyundai,i20,37533,Männlich
24,Volvo,S60,29612,Weiblich
80,Tesla,Model 3,46945,Männlich
63,Volkswagen,Polo,57214,Männlich
24,Ford,Focus,30240,Männlich
52,Hyundai,Tucson,38989,Weiblich
61,Mazda,Mazda2,15053,Weiblich
69,Audi,TT,79070,Weiblich
43,Skoda,Octavia,30752,Weiblich
67,Honda,HR-V,24086,Männlich
40,Subaru,XV,36457,Männlich
26,Jeep,Wrangler,66589,Männlich
59,Ford,Focus,28731,Weiblich
73,Hyundai,Kona,30630,Weiblich
61,Hyundai,Santa Fe,27072,Männlich
52,BMW,X5,25611,Männlich
68,Jeep,Wrangler,21719,Weiblich
52,Mazda,CX-5,29099,Weiblich
58,Volkswagen,ID.4,56218,Weiblich
65,Subaru,XV,15102,Weiblich
57,Nissan,X-Trail,26728,Männlich
63,Audi,A7,70647,Weiblich
28,Honda,Jazz,33985,Weiblich
26,Subaru,Outback,41962,Männlich
78,Mercedes,GLE,131852,Weiblich
74,BMW,X5,69066,Weiblich
15,Renault,Kadjar,30304,Männlich
35,Volvo,V90,63808,Weiblich
48,Toyota,C-HR,23927,Männlich
71,Opel,Grandland,17719,Weiblich
69,BMW Motorrad,R1200GS,20971,Männlich
58,Jeep,Wrangler,35848,Männlich
40,Tesla,Model 3,70579,Weiblich
35,Hyundai,i20,39645,Weiblich
61,Nissan,X-Trail,38869,Männlich
27,Volvo,XC90,33247,Männlich
22,Citroen,C3 Aircross,22851,Weiblich
79,Kia,Niro,21725,Weiblich
67,Audi,A8,88632,Weiblich
59,Volvo,XC40,38255,Weiblich
31,Volvo,V90,69482,Männlich
31,Citroen,C3,13011,Weiblich
29,Mitsubishi,ASX,17606,Weiblich
21,Hyundai,i20,14082,Männlich
27,Hyundai,Kona,37726,Weiblich
47,BMW Motorrad,R1200GS,21935,Männlich
22,BMW,i4,75540,Weiblich
63,Peugeot,Partner,14059,Weiblich
20,Volvo,XC40,47812,Weiblich
51,Audi,A4,83410,Weiblich
44,Honda,Civic,14362,Männlich
63,Honda,Civic,16786,Weiblich
42,Volvo,XC40,64278,Weiblich
44,Opel,Grandland,29154,Weiblich
27,Alfa Romeo,Giulietta,35729,Männlich
31,Citroen,C3,13617,Männlich
24,Peugeot,308,6272,Weiblich
80,Peugeot,508,20310,Weiblich
52,Renault,Megane,24572,Weiblich
38,Nissan,Leaf,49131,Männlich
30,Land Rover,Evoque,49436,Weiblich
55,Jeep,Cherokee,32420,Männlich
24,Hyundai,i30,12103,Weiblich
33,Toyota,C-HR,37580,Weiblich
75,Volkswagen,Arteon,31757,Männlich
69,Land Rover,Range Rover,40466,Weiblich
69,Subaru,Forester,40073,Weiblich
65,Mitsubishi,Outlander,29333,Männlich
59,Subaru,XV,35232,Weiblich
53,BMW,X6,29247,Männlich
55,Opel,Grandland,18971,Männlich
45,BMW Motorrad,F900R,9664,Weiblich
45,BMW Motorrad,S1000RR,24810,Männlich
21,Tesla,Model X,42154,Weiblich
35,Citroen,C3 Aircross,14822,Weiblich
80,Honda,Jazz,29786,Weiblich
41,Mercedes,B-Klasse,103625,Weiblich
71,BMW,X3,98560,Weiblich
46,Renault,Kadjar,8620,Männlich
46,Alfa Romeo,Stelvio,30655,Weiblich
68,BMW Motorrad,R1250GS,11604,Männlich
63,Peugeot,308,10253,Männlich
36,Peugeot,508,16320,Weiblich
70,Mercedes,GLE,28448,Weiblich
49,Jeep,Grand Cherokee,58564,Weiblich
32,Opel,Mokka,16595,Weiblich
25,Peugeot,5008,10464,Weiblich
76,Mazda,Mazda3,22114,Männlich
24,BMW,i3,69399,Männlich
19,Hyundai,Nexo,37664,Weiblich
42,Renault,Clio,5040,Weiblich
73,Nissan,X-Trail,39832,Weiblich
41,Audi,A4,89546,Männlich
51,Mazda,Mazda6,28803,Männlich
57,Volkswagen,Arteon,10862,Weiblich
27,Citroen,C5,11228,Männlich
51,Kia,Seltos,39334,Weiblich
24,Skoda,Kodiaq,15725,Weiblich
54,Mazda,Mazda6,29505,Weiblich
49,BMW,i3,18015,Weiblich
22,Jeep,Compass,39133,Männlich
80,Mercedes,C-Klasse,27464,Weiblich
27,Nissan,Qashqai,20688,Weiblich
76,Honda,CR-V,27760,Männlich
66,Volkswagen,Sharan,48624,Männlich
27,Toyota,Corolla,31662,Weiblich
55,BMW Motorrad,F900R,24790,Männlich
42,Toyota,Corolla,46162,Männlich
25,Mitsubishi,ASX,32425,Weiblich
64,Volvo,XC40,27664,Männlich
44,Skoda,Fabia,33825,Weiblich
60,Mitsubishi,Outlander,26371,Männlich
34,Ford,Kuga,22809,Weiblich
51,Jeep,Renegade,37915,Männlich
39,Tesla,Model Y,75393,Weiblich
33,Peugeot,3008,7075,Weiblich
74,Mercedes,GLC,56821,Weiblich
60,Citroen,C3,27236,Weiblich
51,BMW Motorrad,R1200GS,23411,Weiblich
79,Audi,A4,75313,Männlich
40,Kia,Stonic,14484,Weiblich
22,Alfa Romeo,Stelvio,62497,Männlich
69,Alfa Romeo,Stelvio,34485,Männlich
80,Toyota,RAV4,47801,Weiblich
73,Peugeot,208,26001,Weiblich
73,Kia,Stonic,14043,Männlich
35,Honda,HR-V,23730,Männlich
48,Alfa Romeo,Giulietta,23549,Weiblich
34,Mazda,Mazda2,38132,Männlich
71,Land Rover,Range Rover,82461,Männlich
26,Volvo,XC60,43998,Männlich
42,Mitsubishi,Outlander,15923,Weiblich
52,Land Rover,Range Rover,72759,Weiblich
61,Skoda,Fabia,38653,Weiblich
53,Hyundai,Nexo,14310,Männlich
54,BMW,7er,119336,Weiblich
79,BMW Motorrad,R1250GS,23620,Weiblich
56,Renault,Talisman,21369,Weiblich
58,Subaru,XV,44757,Weiblich
45,Volvo,XC90,78550,Männlich
62,Opel,Insignia,20224,Weiblich
63,Mercedes,GLC,69206,Weiblich
73,Hyundai,i20,32130,Weiblich
67,Toyota,RAV4,54014,Weiblich
17,Peugeot,508,23356,Weiblich
74,Volvo,XC90,35043,Weiblich
79,Hyundai,i20,32059,Weiblich
53,Land Rover,Defender,59803,Männlich
37,Peugeot,508,20738,Weiblich
25,Renault,Talisman,21394,Weiblich
75,Opel,Insignia,28353,Männlich
19,Jeep,Grand Cherokee,67487,Weiblich
21,Mercedes,GLE,85032,Weiblich
27,Alfa Romeo,MiTo,37834,Weiblich
64,Volvo,XC60,51994,Weiblich
31,Volvo,XC60,32117,Männlich
30,Renault,Captur,12506,Weiblich
47,Opel,Insignia,19804,Männlich
57,Mitsubishi,Space Star,21991,Weiblich
66,Ford,Mondeo,37849,Weiblich
43,Porsche,Cayenne,146924,Männlich
57,Porsche,Panamera,76272,Männlich
51,Jeep,Grand Cherokee,63279,Männlich
73,Ford,Mondeo,20050,Männlich
37,Porsche,Taycan,151414,Weiblich
66,Citroen,C3 Aircross,19626,Weiblich
53,Subaru,Forester,21618,Weiblich
67,Hyundai,i10,15148,Weiblich
73,Mazda,Mazda6,33840,Männlich
74,Honda,Jazz,31137,Weiblich
71,Peugeot,308,13087,Weiblich
61,Toyota,Camry,41664,Weiblich
39,Mazda,Mazda2,13228,Männlich
59,BMW,Z4,96466,Männlich
74,Mitsubishi,Outlander,30720,Männlich
16,Peugeot,5008,21921,Weiblich
59,Skoda,Superb,43929,Weiblich
21,Jeep,Cherokee,31604,Weiblich
73,Toyota,Camry,15288,Weiblich
27,BMW,1er,59005,Männlich
27,Toyota,Yaris,37682,Männlich
30,Land Rover,Discovery,78355,Männlich
57,Tesla,Model 3,56159,Männlich
56,Honda,Accord,34876,Weiblich
71,Renault,Megane,13227,Weiblich
32,Nissan,Leaf,13237,Weiblich
72,Nissan,Leaf,14394,Männlich
36,Volvo,S60,59844,Weiblich
47,Peugeot,5008,21592,Männlich
17,Land Rover,Defender,118130,Männlich
54,Tesla,Model Y,40353,Weiblich
57,Kia,Seltos,22947,Männlich
47,Peugeot,3008,16759,Männlich
71,Renault,Captur,5124,Männlich
18,Kia,Niro,8351,Männlich
44,Peugeot,3008,11737,Männlich
48,BMW,7er,102286,Männlich
51,Volkswagen,Polo,35971,Männlich
42,Porsche,Macan,80495,Weiblich
29,Mitsubishi,ASX,31676,Männlich
30,Citroen,C3 Aircross,7974,Weiblich
28,Mercedes,S-Klasse,112521,Weiblich
24,Alfa Romeo,Stelvio,44216,Weiblich
71,Land Rover,Discovery,78812,Weiblich
74,Porsche,911,117820,Männlich
30,Toyota,Land Cruiser,31318,Männlich
49,Peugeot,508,12489,Männlich
17,Citroen,C3 Aircross,18686,Männlich
51,Jeep,Grand Cherokee,49821,Männlich
31,Volkswagen,Touran,11230,Weiblich
63,Nissan,Juke,49844,Männlich
44,Subaru,Outback,29458,Männlich
72,Mercedes,AMG GT,72155,Weiblich
49,Audi,R8,61952,Weiblich
18,Alfa Romeo,Giulietta,50402,Männlich
39,Land Rover,Defender,63152,Männlich
20,Mazda,Mazda6,36171,Männlich
29,Skoda,Fabia,20775,Weiblich
32,Toyota,RAV4,31617,Männlich
52,Mercedes,C-Klasse,26883,Männlich
69,Porsche,Macan,166178,Männlich
51,Land Rover,Discovery,41073,Männlich
76,Honda,HR-V,25493,Männlich
41,Hyundai,i30,20887,Männlich
64,Mitsubishi,Space Star,11534,Männlich
36,Porsche,Macan,168607,Männlich
42,Mercedes,GLE,124982,Männlich
44,Ford,Kuga,30206,Männlich
43,Skoda,Kamiq,30585,Weiblich
56,Volkswagen,Tiguan,24635,Männlich
42,Honda,HR-V,15092,Weiblich
24,Mitsubishi,Outlander,35419,Weiblich
78,BMW Motorrad,F900R,17888,Weiblich
39,BMW Motorrad,S1000RR,23559,Weiblich
37,Land Rover,Discovery,49278,Weiblich
59,Mazda,Mazda6,28993,Männlich
44,Mercedes,GLA,92929,Weiblich
26,Kia,Niro,32481,Männlich
38,Hyundai,i10,36849,Weiblich
17,Toyota,RAV4,23872,Männlich
76,Porsche,Macan,72194,Weiblich
74,Audi,A6,96052,Weiblich
53,Land Rover,Discovery,112857,Weiblich
29,Mazda,Mazda2,36612,Weiblich
75,Nissan,Juke,21597,Männlich
65,Jeep,Grand Cherokee,41748,Männlich
54,Volvo,S60,45117,Männlich
44,Ford,Mustang,14848,Weiblich
33,Alfa Romeo,Stelvio,51446,Männlich
68,Porsche,911,79717,Männlich
62,Jeep,Compass,68194,Männlich
22,Peugeot,308,25489,Männlich
58,Mercedes,B-Klasse,76965,Weiblich
39,Audi,A7,34986,Männlich
42,Ford,Mondeo,8670,Weiblich
55,Mitsubishi,Outlander,32623,Weiblich
49,Alfa Romeo,Giulietta,76935,Weiblich
52,BMW,3er,74929,Weiblich
25,BMW,X5,31332,Männlich
72,Honda,CR-V,22996,Weiblich
56,Mitsubishi,L200,35893,Weiblich
78,BMW Motorrad,S1000RR,11544,Weiblich
20,Ford,Fiesta,25721,Weiblich
47,Mercedes,GLC,149770,Männlich
31,BMW Motorrad,R1250GS,17159,Weiblich
23,Volkswagen,Sharan,25236,Weiblich
44,Skoda,Superb,22432,Weiblich
31,Honda,HR-V,19779,Weiblich
18,Subaru,Impreza,39084,Weiblich
46,Citroen,C5,18103,Weiblich
61,Skoda,Octavia,20232,Weiblich
42,Citroen,C5,33183,Männlich
16,Alfa Romeo,Stelvio,47333,Weiblich
69,Skoda,Kodiaq,36952,Männlich
52,Alfa Romeo,Giulietta,71619,Männlich
73,Nissan,Micra,42793,Männlich
73,Nissan,Qashqai,46780,Weiblich
59,Mitsubishi,Outlander,11990,Männlich
43,Citroen,C3 Aircross,7602,Weiblich
42,Peugeot,308,20887,Männlich
37,Peugeot,508,10086,Männlich
80,Audi,Q7,76747,Weiblich
80,Mercedes,V-Klasse,98540,Männlich
35,BMW,2er,58169,Weiblich
77,Peugeot,5008,25200,Männlich
25,Skoda,Kamiq,42058,Weiblich
74,Volvo,XC60,74111,Männlich
30,Hyundai,Nexo,36850,Männlich
75,Peugeot,3008,19765,Männlich
63,Volvo,S60,36598,Männlich
47,Ford,Focus,26776,Weiblich
25,Opel,Mokka,23934,Männlich
33,Alfa Romeo,Stelvio,75656,Männlich
49,Honda,Jazz,10546,Weiblich
38,Nissan,Navara,40719,Männlich
70,Ford,Edge,38933,Weiblich
47,Nissan,X-Trail,37153,Weiblich
56,Nissan,Navara,15740,Weiblich
74,Porsche,Macan,187917,Männlich
80,Toyota,Yaris,33639,Männlich
67,BMW,1er,44336,Männlich
39,Toyota,Camry,11024,Weiblich
40,Subaru,Forester,22357,Männlich
25,Audi,A6,49122,Männlich
26,Kia,Sportage,36774,Weiblich
62,BMW,3er,37041,Männlich
47,Alfa Romeo,Giulietta,74011,Weiblich
34,BMW,X5,32666,Weiblich
54,BMW Motorrad,R1200GS,6969,Männlich
40,Audi,A7,97832,Weiblich
46,Hyundai,i10,10471,Männlich
31,Volvo,XC40,17798,Männlich
22,Peugeot,5008,17847,Weiblich
18,Skoda,Scala,33127,Männlich
43,BMW Motorrad,S1000RR,12484,Weiblich
21,Land Rover,Range Rover,34425,Weiblich
58,Volkswagen,ID.4,35823,Männlich
17,Nissan,Micra,38109,Weiblich
34,Peugeot,508,13443,Weiblich
70,Citroen,C3 Aircross,12417,Männlich
